2026-06-09 11:02:19.582731,ITC.NS,70.0,16.8,0.86,0.09,177.85,10179.31,100
2026-06-09 11:02:20.416489,ITC.NS,70.0,16.8,0.86,0.09,177.85,10179.31,100
2026-06-09 11:02:21.247736,ITC.NS,70.0,16.8,0.86,0.09,177.85,10179.31,100
2026-06-09 11:02:22.302416,ITC.NS,70.0,16.8,0.86,0.09,177.85,10179.31,100
2026-06-09 11:02:23.485121,RELIANCE.NS,34.0,0.28,-0.53,0.3,-30.77,9969.27,15.92
2026-06-09 11:02:24.287356,ICICIBANK.NS,51.28,1.17,0.07,0.15,5.8,10005.79,44.28
2026-06-09 11:02:25.104262,HDFCBANK.NS,34.38,1.05,0.02,0.21,2.8,10002.78,41.27
2026-06-09 11:02:25.978869,SBIN.NS,23.08,0.25,-0.66,0.27,-23.5,9976.52,12.24
2026-06-09 11:02:26.871956,AXISBANK.NS,39.39,0.96,-0.02,0.29,-1.44,9998.56,38.76
2026-06-09 11:02:27.713925,WIPRO.NS,59.65,7.88,0.61,0.14,172.83,10174.24,100
2026-06-09 11:02:28.545055,INFY.NS,19.05,0.21,-0.8,0.23,-24.87,9975.15,8.11
2026-06-09 11:02:29.354083,TCS.NS,41.67,0.48,-0.3,0.14,-13.44,9986.56,24.82
2026-06-09 11:02:30.149732,LT.NS,6.12,0.01,-2.01,1.75,-180.57,9821.01,0
2026-06-09 11:02:31.084469,BAJFINANCE.NS,39.58,1.44,0.16,0.2,20.01,10020.01,50.52
2026-06-09 11:02:31.891614,ADANIENT.NS,28.12,0.27,-0.63,0.76,-55.33,9944.81,13.01
2026-06-09 11:02:32.743993,SUNPHARMA.NS,34.04,0.26,-0.61,0.47,-48.95,9951.16,13.55
2026-06-09 11:02:33.571797,TECHM.NS,46.88,2.62,0.34,0.17,44.05,10044.12,72.76
2026-06-09 11:02:45.108928,TATAPOWER.NS,55.17,3.27,0.39,0.1,67.09,10067.28,83.78
2026-06-09 11:02:45.958680,TATAPOWER.NS,55.17,3.27,0.39,0.1,67.09,10067.28,83.78
2026-06-09 11:02:46.818191,TATAPOWER.NS,55.17,3.27,0.39,0.1,67.09,10067.28,83.78
2026-06-09 11:02:47.962645,TATAPOWER.NS,55.17,3.27,0.39,0.1,67.09,10067.28,83.78
2026-06-09 11:02:49.118533,RELIANCE.NS,34.0,0.28,-0.53,0.3,-30.77,9969.27,15.92
2026-06-09 11:02:50.001143,ICICIBANK.NS,51.28,1.17,0.07,0.15,5.8,10005.79,44.28
2026-06-09 11:02:50.824298,HDFCBANK.NS,34.38,1.05,0.02,0.21,2.8,10002.78,41.27
2026-06-09 11:02:51.684798,SBIN.NS,23.08,0.25,-0.66,0.27,-23.5,9976.52,12.24
2026-06-09 11:02:52.485523,AXISBANK.NS,39.39,0.96,-0.02,0.29,-1.44,9998.56,38.76
2026-06-09 11:02:53.323735,WIPRO.NS,59.65,7.88,0.61,0.14,172.83,10174.24,100
2026-06-09 11:02:54.109114,INFY.NS,19.05,0.21,-0.8,0.23,-24.87,9975.15,8.11
2026-06-09 11:02:54.904962,TCS.NS,41.67,0.48,-0.3,0.14,-13.44,9986.56,24.82
2026-06-09 11:02:55.736656,LT.NS,6.12,0.01,-2.01,1.75,-180.57,9821.01,0
2026-06-09 11:02:56.656019,BAJFINANCE.NS,39.58,1.44,0.16,0.2,20.01,10020.01,50.52
2026-06-09 11:02:57.492879,ADANIENT.NS,28.12,0.27,-0.63,0.76,-55.33,9944.81,13.01
2026-06-09 11:02:58.299915,SUNPHARMA.NS,34.04,0.26,-0.61,0.47,-48.95,9951.16,13.55
2026-06-09 11:02:59.106912,TECHM.NS,46.88,2.62,0.34,0.17,44.05,10044.12,72.76
